drug_1	drug_2
DB00668	DB00404
DB00480	DB00619
DB00203	DB00261
DB01069	DB00952
DB01628	DB00193
DB04573	DB00321
DB01186	DB01367
DB00201	DB01412
DB00203	DB01216
DB00820	DB01175
DB00421	DB00834
DB02546	DB00404
DB00422	DB00434
DB00755	DB01234
DB00862	DB00675
DB01248	DB08868
DB01216	DB01162
DB00877	DB01234
DB01169	DB00605
DB00877	DB00619
DB00877	DB00608
DB00953	DB00669
DB01036	DB00281
DB01394	DB00582
DB00704	DB01050
DB00983	DB01203
DB00530	DB00997
DB08828	DB00811
DB00619	DB01132
DB01203	DB01234
DB00829	DB01221
DB00722	DB01197
DB00482	DB01268
DB01001	DB00871
DB01283	DB00399
DB00482	DB00481
DB01166	DB00482
DB00126	DB01075
DB01065	DB00402
DB01043	DB01037
DB00184	DB00813
DB00158	DB00945
DB00726	DB00674
DB01076	DB08868
DB00722	DB00114
DB00143	DB00175
DB05294	DB00619
DB00973	DB06155
DB00998	DB01043
DB00999	DB00533
DB00363	DB06218
DB00641	DB00175
DB00602	DB00741
DB04876	DB08868
DB00091	DB01248
DB01043	DB00472
DB01161	DB01234
DB00575	DB01062
DB00814	DB00193
DB00091	DB00533
DB00413	DB00814
DB00413	DB04896
DB00381	DB00641
DB06594	DB01156
DB01099	DB00582
DB00731	DB04876
DB01229	DB00975
DB00343	DB00281
DB00313	DB00843
DB00726	DB00623
DB01069	DB01234
DB01239	DB00540
DB00715	DB00404
DB01252	DB01132
DB01043	DB01132
DB00997	DB08604
DB01229	DB08932
DB01229	DB00559
DB00343	DB00641
DB00313	DB06616
DB01118	DB00608
DB00983	DB05039
DB00115	DB00158
DB01708	DB05381
DB00641	DB00675
DB00820	DB00997
DB00586	DB00619
DB01114	DB01412
DB00482	DB00641
DB01166	DB00966
DB00887	DB01080
DB00393	DB00166
DB00284	DB04878
DB00316	DB00997
DB08873	DB00683
DB00822	DB01037
DB00714	DB01235
DB00316	DB01296
DB00608	DB00997
DB01085	DB06702
DB01085	DB00496
DB00590	DB01216
DB00465	DB00814
DB00586	DB06751
DB00412	DB01234
DB00181	DB00704
DB00963	DB01234
DB01183	DB01452
DB00471	DB01656
DB00712	DB00996
DB01611	DB01076
DB00945	DB08896
DB01043	DB01065
DB00912	DB01132
DB00158	DB00145
DB00673	DB01065
DB00640	DB00281
DB00465	DB00747
DB01205	DB00704
DB00755	DB01169
DB01221	DB00454
DB00669	DB00945
DB00273	DB00421
DB01142	DB00633
DB00966	DB05266
DB00213	DB00788
DB01115	DB00281
DB00904	DB00422
DB00368	DB01137
DB01050	DB00281
DB08881	DB00602
DB00615	DB00951
DB01085	DB00809
DB00115	DB00843
DB01085	DB00935
DB01267	DB00734
DB00514	DB00788
DB00656	DB00996
DB00692	DB00714
DB08881	DB00441
DB01098	DB01175
DB01234	DB00814
DB01041	DB00530
DB01611	DB01017
DB02546	DB00755
DB01229	DB00641
DB00904	DB01400
DB00413	DB00472
DB00333	DB00675
DB00818	DB00472
DB08828	DB00641
DB00497	DB00921
DB01184	DB01113
DB00673	DB01400
DB00673	DB00545
DB00920	DB01050
DB00784	DB00788
DB00210	DB01017
DB00572	DB00201
DB00714	DB00422
DB00887	DB00313
DB01085	DB00166
DB01065	DB01221
DB00530	DB08896
DB00712	DB00669
DB01238	DB00481
DB00619	DB00434
DB00381	DB00433
DB00847	DB00795
DB00316	DB00321
DB00922	DB00989
DB00915	DB08868
DB00877	DB01221
DB00563	DB00541
DB00313	DB00675
DB00316	DB06691
DB00413	DB01184
DB01114	DB00852
DB01114	DB00397
DB01114	DB00956
DB01275	DB00999
DB00647	DB00945
DB00572	DB01081
DB00999	DB00384
DB00572	DB00454
DB01234	DB00281
DB00813	DB00450
DB01069	DB00454
DB00721	DB00668
DB00572	DB00733
DB01075	DB00852
DB00898	DB00878
DB00696	DB00201
DB01085	DB00195
DB00741	DB00537
DB00852	DB00788
DB00852	DB00835
DB00316	DB00652
DB01075	DB00788
DB00475	DB00321
DB00497	DB00945
DB01032	DB01394
DB00436	DB01203
DB00316	DB00647
DB00371	DB00945
DB00850	DB00321
DB01626	DB00232
DB00691	DB00999
DB01183	DB00652
DB00999	DB00598
DB00652	DB00945
DB00999	DB00373
DB00999	DB00960
DB00977	DB00823
