drug_1	drug_2
DB01156	DB06413
DB06413	DB11672
DB01156	DB11672
DB00904	DB06151
DB01128	DB00481
DB13919	DB00437
DB00178	DB00437
DB00480	DB01042
DB00811	DB00987
DB01238	DB00334
DB08860	DB01601
DB11800	DB01590
DB00773	DB06243
DB00019	DB11861
DB00563	DB05679
DB00073	DB00552
DB08895	DB01076
DB06650	DB00480
DB00361	DB06589
DB01234	DB01284
DB01268	DB06589
DB00515	DB02546
DB06809	DB00928
DB06287	DB04849
DB00022	DB00008
DB01206	DB00112
DB01590	DB01006
DB01006	DB11665
DB06292	DB01045
DB11746	DB00112
DB04106	DB00112
DB00683	DB06233
DB00669	DB00788
DB00671	DB00207
DB06809	DB00531
DB00860	DB00571
DB00515	DB12332
DB00480	DB01590
DB14897	DB00112
DB11800	DB00398
DB02546	DB00853
DB01006	DB05241
DB11772	DB01006
DB00002	DB12854
DB00441	DB00220
DB01590	DB02546
DB02546	DB06287
DB00877	DB02546
DB01259	DB00331
DB01259	DB00877
DB00073	DB09054
DB06769	DB09054
DB00291	DB09054
DB06650	DB09054
DB01590	DB09054
DB09054	DB01073
DB01229	DB05220
DB00515	DB06598
DB01024	DB00860
DB06595	DB00928
DB05220	DB01248
DB00503	DB01601
DB00709	DB00008
DB01590	DB01101
DB08875	DB00412
DB04977	DB01234
DB00205	DB00650
DB00421	DB00999
DB00982	DB00530
DB00625	DB00582
DB06603	DB01006
DB01229	DB00531
DB06650	DB06769
DB00497	DB01183
DB01104	DB00370
DB11793	DB00958
DB00188	DB09073
DB00711	DB06602
DB01294	DB00682
DB01238	DB01175
DB11828	DB06287
DB01076	DB01261
DB00575	DB00996
DB01394	DB04854
DB11972	DB00112
DB06813	DB00188
DB00813	DB00598
DB00187	DB00598
DB00187	DB00813
DB06209	DB00758
DB00530	DB12690
DB01590	DB12690
DB00230	DB00193
DB00476	DB00193
DB11698	DB00331
DB01259	DB02546
DB04572	DB00531
DB04572	DB01042
DB06186	DB00853
DB00864	DB00074
DB00864	DB00087
DB00877	DB00074
DB00635	DB06094
DB01001	DB01409
DB01001	DB00986
DB00051	DB00635
DB01041	DB00480
DB00073	DB01590
DB00441	DB12146
DB03128	DB00112
DB00325	DB00112
DB12889	DB01083
DB01590	DB00958
DB00441	DB01611
DB09256	DB00398
DB06813	DB01248
DB00338	DB00758
DB00758	DB00213
DB09263	DB00421
DB01294	DB00811
DB11666	DB00072
DB09078	DB00851
DB11689	DB01101
DB00515	DB00570
DB00295	DB00921
DB09078	DB00112
DB05036	DB00112
DB01259	DB12307
DB01216	DB00820
DB00734	DB01221
DB00947	DB00188
DB09150	DB00441
DB05258	DB00198
DB00531	DB00099
DB00188	DB00099
DB08865	DB01045
DB00736	DB00758
DB00448	DB00758
DB08865	DB01026
DB11857	DB00990
DB01001	DB13139
DB01294	DB01026
DB01294	DB00196
DB00016	DB08917
DB00879	DB01601
DB11666	DB08911
DB08916	DB00641
DB00030	DB01261
DB06825	DB00717
DB00007	DB00624
DB06809	DB00631
DB00947	DB11689
DB00851	DB00112
DB00875	DB00502
DB00783	DB00788
DB00515	DB06589
DB00209	DB01591
DB06285	DB00481
DB11656	DB00213
DB02546	DB06233
DB04845	DB00642
DB00111	DB00098
DB00098	DB00087
DB00635	DB00563
DB00478	DB00198
DB00188	DB06595
DB06403	DB00820
DB06824	DB00958
DB06813	DB00526
DB08931	DB00203
DB09061	DB00470
DB00313	DB00279
DB00673	DB00889
DB00480	DB00398
DB00480	DB00112
DB06589	DB01590
DB01083	DB01105
DB00877	DB00563
DB11817	DB00563
DB11941	DB01124
DB00503	DB11779
DB00819	DB06151
DB00514	DB00313
DB08915	DB00945
DB08915	DB01050
DB12827	DB01248
DB09045	DB00046
DB00530	DB08911
DB01248	DB08911
DB00642	DB08911
DB00635	DB12066
DB12882	DB00112
DB00007	DB06186
DB01217	DB01590
DB01217	DB00530
DB01217	DB00398
DB00544	DB00910
DB00661	DB12010
DB11657	DB00563
DB00441	DB01390
DB00264	DB00310
DB12601	DB01248
DB00313	DB06287
DB06608	DB00608
DB06813	DB00544
DB00351	DB00321
DB15432	DB00073
DB08828	DB00412
DB01229	DB11857
DB09055	DB11895
DB11941	DB00683
DB12090	DB00530
DB00959	DB00860
DB00747	DB00843
DB00361	DB08916
DB12139	DB00811
DB12139	DB00008
DB08903	DB05154
DB00218	DB05154
DB08903	DB00339
DB05154	DB00339
DB11941	DB00642
DB00047	DB00046
DB01217	DB11805
DB06650	DB09053
DB06589	DB00112
DB05186	DB01045
DB06273	DB00959
DB06769	DB01234
DB00361	DB00531
DB11698	DB01132
DB01118	DB12364
DB00441	DB08911
DB00544	DB00958
DB00398	DB01101
DB01217	DB11841
DB00073	DB06603
DB08880	DB01432
DB01026	DB11663
DB00515	DB12925
DB01229	DB12085
DB11698	DB00491
DB00480	DB05036
DB11840	DB12852
DB11840	DB06233
DB09184	DB00472
DB06268	DB00203
DB06268	DB00820
DB06186	DB12854
DB00480	DB00987
DB00398	DB11911
DB05578	DB11911
DB01006	DB11651
DB11666	DB01006
DB00682	DB00227
DB01104	DB09184
DB08916	DB01248
DB00441	DB08916
DB06268	DB01045
DB06268	DB00503
DB12601	DB00002
DB01212	DB00916
DB01229	DB12180
DB09132	DB12407
DB00398	DB00928
DB00008	DB00945
DB00811	DB08934
DB00398	DB00526
DB09184	DB00758
DB09184	DB00277
DB00682	DB09184
DB00398	DB01590
DB01151	DB00181
DB02546	DB00112
DB00877	DB01611
DB09184	DB00390
DB06415	DB01222
DB00230	DB00476
DB00625	DB08864
DB08881	DB05239
DB11881	DB00072
DB00207	DB00860
DB00105	DB00041
DB01590	DB00619
DB09241	DB16024
DB01294	DB00999
DB01294	DB00214
DB01294	DB00661
DB00008	DB00300
DB00625	DB00238
DB01129	DB05239
DB08908	DB00945
DB09292	DB00177
DB01235	DB12203
DB11941	DB00441
DB11941	DB00530
DB11941	DB01248
DB11941	DB00515
DB11941	DB00853
DB01294	DB00178
DB01129	DB12180
DB11689	DB00002
DB00412	DB08896
DB06817	DB08873
DB09302	DB01076
DB04868	DB00619
DB12056	DB00112
DB12240	DB00073
DB00983	DB00938
DB09060	DB06590
DB12713	DB00331
DB00005	DB06643
DB11793	DB00853
DB11881	DB00002
DB00367	DB00302
DB00367	DB00784
DB12852	DB06233
DB00947	DB12108
DB12108	DB01006
DB12108	DB00683
DB01590	DB00675
DB00295	DB00316
DB14822	DB01076
DB14822	DB00641
DB00234	DB00215
DB01101	DB12015
DB01294	DB01241
DB08889	DB06603
DB00990	DB00112
DB01294	DB00641
DB11666	DB00762
DB00039	DB01008
DB00531	DB07232
DB00073	DB15113
DB00750	DB00683
DB00199	DB06228
DB12010	DB01132
DB00682	DB12010
DB01001	DB01656
DB01590	DB06663
DB00731	DB11698
DB00254	DB00002
DB09570	DB01234
DB01229	DB09073
DB06603	DB00987
DB08871	DB01101
DB01026	DB06176
DB06176	DB01045
DB00860	DB06772
DB01229	DB12155
DB06287	DB00002
DB01101	DB06322
DB00977	DB00367
DB11977	DB00002
DB12180	DB01101
DB01229	DB00331
DB01045	DB12010
DB08912	DB08911
DB11811	DB01394
DB06809	DB00112
DB11666	DB00947
DB06589	DB02546
DB00615	DB08903
DB01045	DB08903
DB00653	DB00281
DB06218	DB01202
DB00503	DB06209
DB11896	DB07101
DB11896	DB00762
DB00293	DB00526
DB11666	DB00112
DB00273	DB00331
DB01083	DB00331
DB00203	DB00820
DB06809	DB01262
DB00841	DB00381
DB12010	DB00390
DB09102	DB08934
DB14791	DB00441
DB04106	DB00851
DB00105	DB00851
DB00512	DB00601
DB12181	DB01076
DB11958	DB00762
DB08877	DB12152
DB14865	DB01073
DB06262	DB00545
DB11929	DB00811
DB08889	DB06040
DB08871	DB00958
DB00441	DB11911
DB00398	DB00544
DB00559	DB00770
DB08882	DB00331
DB00877	DB09276
DB00811	DB11077
DB00682	DB06486
DB01268	DB04849
DB00947	DB12001
DB08907	DB01045
DB08916	DB01045
DB12676	DB00642
DB00073	DB05220
DB00722	DB08915
DB08881	DB06186
DB12573	DB00820
DB06080	DB01045
DB08871	DB00072
DB01252	DB11698
DB01242	DB01175
DB01026	DB12289
DB01045	DB12289
DB11633	DB00683
DB00184	DB01273
DB01277	DB00884
DB00773	DB06809
DB00788	DB12289
DB00945	DB12289
DB01229	DB12483
DB00480	DB06769
DB00531	DB06769
DB00388	DB00455
DB06774	DB00281
DB06774	DB00193
DB09079	DB04951
DB00899	DB00230
DB00531	DB05916
DB00531	DB00724
DB00603	DB14126
DB01118	DB01017
DB00343	DB08860
DB08877	DB01101
DB00635	DB08930
DB00091	DB01254
DB01259	DB00958
DB00945	DB01017
DB00945	DB00990
DB01276	DB01132
DB00203	DB00624
DB06603	DB08877
DB01229	DB00445
DB09078	DB11977
DB12896	DB08934
DB00215	DB08868
DB00472	DB08868
DB00285	DB08868
DB00550	DB00389
DB00019	DB06772
DB00947	DB11663
DB00947	DB12180
DB00709	DB00442
DB06589	DB08911
DB01261	DB12713
DB00947	DB08875
DB00202	DB00728
DB01076	DB01234
DB01254	DB00112
DB11857	DB06772
DB00642	DB11857
DB11857	DB00958
DB00441	DB11857
DB11967	DB12015
DB00002	DB11857
DB01394	DB00437
DB00419	DB00073
DB01590	DB04326
DB06589	DB00072
DB01229	DB13877
DB11746	DB00530
DB00683	DB14943
DB00983	DB01222
DB14473	DB00025
DB00370	DB00715
DB00437	DB06372
DB09184	DB01211
DB00624	DB00630
DB00515	DB11741
DB00105	DB00188
DB02948	DB00207
DB13732	DB00806
DB00009	DB00278
DB11963	DB00254
DB06075	DB00530
DB12248	DB01409
DB04573	DB00717
DB12530	DB06769
DB06290	DB08934
DB00333	DB08930
DB08864	DB08930
DB11666	DB00619
DB01017	DB00112
DB06589	DB12200
DB00642	DB00317
DB01098	DB00758
DB11666	DB01590
DB00338	DB08873
DB00441	DB12152
DB01026	DB12180
DB01024	DB01590
DB00264	DB08893
DB01151	DB08893
DB09053	DB01234
DB00958	DB00928
DB00016	DB08894
DB00986	DB01400
DB06290	DB00864
DB06290	DB00091
DB00853	DB01388
DB05928	DB00990
DB00633	DB00425
DB00515	DB00220
DB00297	DB00708
DB00296	DB00996
DB08893	DB00706
DB00515	DB09074
DB11560	DB00437
DB06695	DB00213
DB01611	DB01101
DB11633	DB00091
DB01229	DB14905
DB00243	DB00222
DB01076	DB00222
DB01229	DB11651
DB00633	DB00640
DB08881	DB00112
DB00022	DB06186
DB05374	DB00112
DB01262	DB01254
DB00398	DB12363
DB00098	DB01073
DB00355	DB00512
DB01137	DB14895
DB00196	DB00582
DB01327	DB01211
DB08816	DB00091
DB00300	DB04835
DB00300	DB00879
DB00879	DB04835
DB00012	DB00910
DB01590	DB11651
DB01590	DB01611
DB11560	DB04854
DB06655	DB00222
DB01204	DB00242
DB00465	DB01050
DB00060	DB11672
DB01268	DB06287
DB00398	DB00762
DB01115	DB00177
DB00073	DB09053
DB01026	DB09049
DB00243	DB04855
DB08881	DB00002
DB01229	DB12978
DB00531	DB08871
DB00947	DB05928
DB00709	DB00300
DB06287	DB00331
DB00986	DB05039
DB08816	DB06209
DB09256	DB00526
DB01045	DB09049
DB01216	DB00706
DB11633	DB00864
DB00635	DB00244
DB08828	DB00877
DB05294	DB00863
DB00338	DB05294
DB09071	DB00176
DB06589	DB00958
DB00020	DB00928
DB11718	DB11967
DB05294	DB00683
DB00394	DB00571
DB01262	DB11978
DB11978	DB00987
DB00243	DB00331
DB08865	DB06589
DB00343	DB00381
DB08865	DB00736
DB01611	DB00041
DB05294	DB00331
DB05812	DB12056
DB01234	DB00099
DB11708	DB00563
DB00497	DB00704
DB00695	DB00214
DB00333	DB00921
DB00947	DB12047
DB00184	DB01156
DB11061	DB00207
DB00641	DB00331
DB05294	DB00390
DB05239	DB11743
DB11967	DB12205
DB06650	DB00291
DB08873	DB08930
DB05521	DB08930
DB00993	DB00916
DB00051	DB00916
DB06322	DB00112
DB01221	DB00474
DB00073	DB05259
DB11666	DB00650
DB01045	DB05154
DB00625	DB05154
DB01229	DB11666
DB12019	DB01101
DB08875	DB05812
DB11866	DB06643
DB01118	DB00489
DB01111	DB01045
DB09071	DB00898
DB00563	DB00307
DB00959	DB00736
DB05294	DB01590
DB11911	DB01206
DB11633	DB00390
DB11633	DB00333
DB00297	DB00668
DB00398	DB08871
DB04967	DB00853
DB00924	DB00788
DB14126	DB01265
DB00773	DB01101
DB07232	DB01101
DB00208	DB00945
DB00898	DB14971
DB11666	DB01269
DB00470	DB01183
DB00531	DB00188
DB08877	DB00990
DB00531	DB00762
DB08881	DB01590
DB08881	DB06287
DB00465	DB01233
DB08899	DB00990
DB08899	DB01217
DB08899	DB00947
DB08828	DB00853
DB00644	DB01248
DB11717	DB06186
DB06233	DB00990
DB14793	DB00997
DB11942	DB00316
DB00470	DB00316
DB00073	DB00034
DB00334	DB06288
DB11840	DB00762
DB00507	DB00198
DB11791	DB00317
DB00695	DB11698
DB06285	DB00884
DB08881	DB01097
DB12200	DB00650
DB00783	DB00367
DB06702	DB00286
DB00747	DB01221
DB11881	DB12015
DB00615	DB08864
DB12601	DB08881
DB06237	DB00727
DB09102	DB00811
DB00583	DB01076
DB09065	DB01264
DB14009	DB00898
DB00471	DB00635
DB00284	DB00331
DB09045	DB00331
DB01026	DB09053
DB06290	DB09102
DB11966	DB09102
DB05487	DB01248
DB00441	DB11913
DB11595	DB00112
DB09038	DB01045
DB01032	DB09038
DB01101	DB05136
DB14793	DB00987
DB00564	DB05521
DB00252	DB05521
DB11633	DB01076
DB02638	DB00368
DB09071	DB01026
DB09071	DB01045
DB06589	DB05220
DB06817	DB01264
DB00631	DB01008
DB08865	DB01254
DB00480	DB09054
DB00633	DB01221
DB05271	DB01235
DB08916	DB00072
DB00530	DB00331
DB00514	DB11633
DB01254	DB00650
DB06655	DB01306
DB06213	DB06705
DB06480	DB11077
DB05812	DB01045
DB00947	DB12167
DB12167	DB00683
DB00316	DB00331
DB00930	DB00316
DB08873	DB06210
DB06210	DB05521
DB11633	DB00682
DB11633	DB01026
DB00706	DB01126
DB11974	DB00990
DB01073	DB06328
DB09079	DB01248
DB09274	DB00358
DB00515	DB00997
DB00264	DB09039
DB01076	DB08860
DB01098	DB08860
DB11633	DB01601
DB00515	DB00112
DB00254	DB00256
DB06292	DB06335
DB08875	DB00441
DB08893	DB00390
DB11828	DB00947
DB00515	DB09256
DB00399	DB15118
DB09038	DB00331
DB01128	DB06699
DB01083	DB05678
DB06655	DB01276
DB12021	DB09037
DB15352	DB01590
DB00338	DB00083
DB00776	DB09119
DB00882	DB00331
DB01026	DB09079
DB08915	DB01045
DB00448	DB12550
DB00863	DB12010
DB00073	DB11581
DB01006	DB09073
DB11820	DB06243
DB00860	DB05812
DB00367	DB00331
DB00334	DB00472
DB00398	DB06287
DB00818	DB00067
DB01236	DB00067
DB01294	DB14726
DB00107	DB01282
DB06290	DB00641
DB06290	DB01076
DB08889	DB01042
DB07232	DB01030
DB00338	DB11808
DB12050	DB00635
DB00625	DB08860
DB11918	DB00958
DB01234	DB12755
DB05928	DB00176
DB08915	DB00390
DB01236	DB00633
DB04868	DB08877
DB01104	DB00740
DB05578	DB01248
DB00176	DB00390
DB15372	DB01101
DB15372	DB00112
DB00584	DB00112
DB00683	DB11683
DB08910	DB01026
DB00564	DB08910
DB12205	DB12015
DB00294	DB00783
DB01357	DB00294
DB09066	DB09126
DB00683	DB00454
DB00515	DB01259
DB11633	DB00635
DB00480	DB00908
DB00039	DB00087
DB00559	DB01088
DB08828	DB00441
DB08907	DB00390
DB01255	DB00472
DB06049	DB09035
DB01590	DB05928
DB00335	DB09026
DB01099	DB00196
DB11575	DB00811
DB06589	DB00002
DB11574	DB11575
DB08907	DB00091
DB00742	DB00741
DB11718	DB00002
DB08864	DB00331
DB01327	DB00207
DB12062	DB00987
DB00303	DB01212
DB00987	DB00099
DB09302	DB01039
DB09302	DB00973
DB01098	DB12010
DB12010	DB00641
DB11800	DB00530
DB01276	DB11895
DB08915	DB00331
DB00292	DB00813
DB01110	DB08639
DB01268	DB06791
DB00760	DB01111
DB01406	DB08877
DB00480	DB11764
DB08907	DB01016
DB00338	DB00213
DB01241	DB11655
DB00515	DB11963
DB00995	DB00877
DB00563	DB00650
DB08889	DB06176
DB00811	DB12814
DB00544	DB08911
DB06138	DB01248
DB13867	DB00394
DB08816	DB00758
DB01001	DB00727
DB00073	DB11891
DB00178	DB00758
DB00624	DB00490
DB01268	DB00683
DB00073	DB11764
DB00480	DB11850
DB00563	DB08895
DB08893	DB01591
DB08910	DB01211
DB00460	DB08885
DB00441	DB06091
DB00983	DB04465
DB00633	DB00813
DB11843	DB01221
DB08885	DB00650
DB00704	DB00813
DB06049	DB06186
DB00480	DB06186
DB06311	DB01098
DB14865	DB08881
DB00480	DB06176
DB00683	DB09073
DB01045	DB02703
DB00682	DB00498
DB00002	DB09074
DB00296	DB00668
DB06724	DB08930
DB14491	DB08930
DB01045	DB09053
DB01217	DB00007
DB00441	DB06309
DB00370	DB01175
DB00563	DB11767
DB08881	DB01045
DB08881	DB00390
DB06441	DB08816
DB06186	DB08912
DB00683	DB05154
DB08820	DB09280
DB09045	DB00222
DB01045	DB09079
DB01129	DB08828
DB08828	DB00196
DB01167	DB08828
DB01167	DB12062
DB09063	DB11881
DB01195	DB12712
DB12155	DB01269
DB01101	DB12155
DB00002	DB12155
DB09043	DB13100
DB00441	DB00608
DB11718	DB11730
DB00745	DB00907
DB12282	DB01229
DB00898	DB11895
DB00682	DB01109
DB01233	DB00818
DB11967	DB11730
DB11890	DB00112
DB11689	DB00642
DB06817	DB11808
DB01294	DB00582
DB12412	DB00331
DB08877	DB00928
DB06813	DB11596
DB00367	DB00238
DB00625	DB00367
DB12978	DB00853
DB00388	DB11815
DB00959	DB00292
DB00813	DB00281
DB11581	DB01234
DB01167	DB11808
DB01248	DB00331
DB12121	DB09054
DB01248	DB12047
DB01204	DB00987
DB00530	DB11363
DB00688	DB00213
DB01024	DB00213
DB12369	DB11967
DB09075	DB00945
DB06809	DB05255
DB15193	DB01072
DB00441	DB00724
DB01229	DB12296
DB00065	DB06674
DB06186	DB06688
DB00468	DB09274
DB09027	DB08934
DB00381	DB13919
DB00966	DB00310
DB09150	DB00059
DB00899	DB01236
DB00569	DB00945
DB01221	DB01017
DB11633	DB00877
DB06290	DB12660
DB00503	DB12660
DB00338	DB12660
DB08916	DB00836
DB01167	DB12108
DB12108	DB01045
DB11992	DB00331
DB11759	DB00928
DB00295	DB00813
DB01032	DB00369
DB16024	DB09136
DB11964	DB00736
DB08907	DB00641
DB00675	DB09073
DB00678	DB00650
DB01016	DB00331
DB00441	DB08877
DB12253	DB09073
DB00187	DB00728
DB12412	DB01029
DB00682	DB11655
DB11613	DB08934
DB01229	DB06186
DB01069	DB00186
DB11758	DB08930
DB11782	DB00928
DB12340	DB05812
DB09298	DB01248
DB12491	DB00222
DB01115	DB00966
DB00787	DB00188
DB00490	DB00454
DB01611	DB00811
DB11800	DB00441
DB00009	DB01270
DB08881	DB08875
DB09065	DB01072
DB06186	DB00951
DB14939	DB00987
DB05015	DB00541
DB00515	DB00019
DB00398	DB00997
DB00715	DB05521
DB06817	DB00381
DB00966	DB01076
DB00631	DB01204
DB00605	DB00987
DB00305	DB01101
DB08885	DB01101
DB05220	DB01045
DB05220	DB00736
DB08881	DB00697
DB00398	DB11641
DB00047	DB01261
DB01262	DB06595
DB01249	DB00006
DB09313	DB00006
DB00987	DB00331
DB00575	DB01183
DB08881	DB01418
DB06441	DB06209
DB00343	DB06311
DB11256	DB00422
DB09020	DB09287
DB06186	DB00041
DB01002	DB00708
DB00688	DB00959
DB00990	DB11730
DB09074	DB00853
DB00541	DB00987
DB11967	DB00530
DB11817	DB00390
DB11815	DB00030
DB01229	DB12108
DB12108	DB01248
DB04876	DB00030
DB00441	DB01234
DB00441	DB11759
DB11759	DB01248
DB00624	DB06699
DB08813	DB01109
DB01076	DB12000
DB01098	DB12000
DB00959	DB01222
DB04868	DB00022
DB00479	DB01327
DB00479	DB00512
DB05812	DB01234
DB00877	DB00928
DB00107	DB00429
DB01068	DB01320
DB01166	DB00641
DB01166	DB01098
DB00990	DB12015
DB01006	DB12015
DB00381	DB00275
DB00073	DB11952
DB01006	DB11730
DB11914	DB04951
DB00683	DB06311
DB05223	DB00928
DB01137	DB01147
DB01248	DB12005
DB01190	DB00301
DB01043	DB01175
DB08907	DB06292
DB01234	DB00059
DB00864	DB01590
DB00065	DB00993
DB00515	DB12172
DB08828	DB00987
DB00905	DB11075
DB00328	DB11560
DB11560	DB00788
DB11633	DB00331
DB11633	DB00563
DB04868	DB00570
DB00187	DB00818
DB08899	DB11800
DB12566	DB00959
DB12566	DB00635
DB01101	DB00390
DB00016	DB09146
DB00230	DB09211
DB00635	DB01656
DB00273	DB00186
DB09148	DB09150
DB06769	DB01101
DB12874	DB00928
DB01262	DB11999
DB00043	DB00860
DB11918	DB00762
DB11746	DB00398
DB00390	DB11655
DB00313	DB01101
DB00080	DB00828
DB11849	DB00530
DB00295	DB01221
DB00683	DB00818
DB01263	DB12325
DB00264	DB00722
DB00695	DB00988
DB00441	DB00820
DB00860	DB06372
DB06263	DB01030
DB00620	DB00297
DB01042	DB13144
DB00822	DB00853
DB00202	DB00474
DB01248	DB12056
DB12882	DB01248
DB00586	DB00683
DB00441	DB07232
DB01045	DB11655
DB00531	DB00020
DB11817	DB01045
DB00515	DB00531
DB11666	DB01248
DB00653	DB00968
DB00530	DB11791
DB01238	DB00745
DB00734	DB00745
DB08899	DB01167
DB08899	DB01241
DB11999	DB00928
DB08908	DB01294
DB00295	DB00708
DB13122	DB00654
DB00654	DB00373
DB01109	DB00945
DB00515	DB15275
DB01098	DB00177
DB09257	DB00112
DB00063	DB08816
DB00294	DB00834
DB11896	DB11963
DB11896	DB00515
DB11896	DB01248
DB01098	DB09279
DB00607	DB00512
DB11817	DB00196
DB11817	DB01026
DB00338	DB11817
DB12146	DB00928
DB11967	DB01269
DB11886	DB12015
DB01050	DB00201
DB00396	DB00308
DB01002	DB00633
DB01167	DB05239
DB00762	DB00331
DB11666	DB01206
DB11666	DB00958
DB01259	DB06772
DB00625	DB00503
DB00514	DB01261
DB00709	DB00945
DB11817	DB01032
DB00899	DB01189
DB01194	DB00654
DB01294	DB00990
DB01294	DB01229
DB00568	DB00829
DB00612	DB00335
DB00860	DB06802
DB06781	DB06802
DB11782	DB11646
DB01045	DB11363
DB08889	DB00762
DB00947	DB09073
DB01238	DB01156
DB00820	DB01126
DB00899	DB01221
DB06813	DB06176
DB00254	DB01029
DB00186	DB00502
DB01141	DB00196
DB01222	DB01141
DB00582	DB01141
DB12674	DB00441
DB01086	DB09009
DB01229	DB12734
DB00694	DB00059
DB00441	DB15368
DB12956	DB01248
DB05812	DB01248
DB12062	DB00928
DB01294	DB11808
DB00333	DB01174
DB00175	DB11655
DB06736	DB12092
DB11828	DB00002
DB11817	DB00641
DB00531	DB00990
DB00668	DB00281
DB00302	DB00668
DB01225	DB00945
DB00198	DB01234
DB00564	DB08930
DB11817	DB00091
DB11581	DB01026
DB11581	DB01045
DB12674	DB00997
DB06206	DB00653
DB00002	DB08896
DB08881	DB11746
DB05239	DB11746
DB09027	DB00811
DB11771	DB11714
DB00945	DB03756
DB06809	DB00853
DB12173	DB06643
DB06817	DB00215
DB06441	DB00758
DB00515	DB12674
DB01076	DB00331
DB09054	DB08935
DB11560	DB06724
DB15133	DB00317
DB01221	DB00281
DB05773	DB11652
DB01263	DB11363
DB00642	DB00853
DB05239	DB12142
DB12676	DB00650
DB00745	DB00571
DB11595	DB05239
DB08899	DB06699
DB12485	DB01095
DB09099	DB00760
DB00947	DB12218
DB05767	DB01101
DB03819	DB14955
DB15400	DB00958
DB00381	DB00700
DB06176	DB00928
DB00530	DB06186
DB08865	DB06186
DB00515	DB01143
DB00704	DB00921
DB00181	DB01043
DB01262	DB12062
DB00814	DB00099
DB00441	DB00331
DB00254	DB00711
DB01006	DB06699
DB00877	DB12047
DB00945	DB14276
DB14336	DB00945
DB06186	DB00020
DB01262	DB06210
DB01254	DB09035
DB01229	DB12047
DB08899	DB00834
DB09053	DB11850
DB11595	DB00530
DB11595	DB11363
DB00683	DB00292
DB00582	DB12141
DB00683	DB12141
DB00567	DB12141
DB06589	DB09037
DB00537	DB08820
DB00254	DB01586
DB11808	DB00864
DB11808	DB00091
DB00316	DB09214
DB14867	DB12154
DB11830	DB00928
DB00683	DB12426
DB00544	DB02300
DB01211	DB01045
DB06186	DB06699
DB08916	DB00002
DB06144	DB00734
DB00683	DB00802
DB00682	DB00945
DB07101	DB09073
DB00736	DB11363
DB08896	DB12155
DB12155	DB00762
DB11737	DB00441
DB06725	DB00316
DB00072	DB11652
DB01101	DB11652
DB09143	DB01248
DB00873	DB00091
DB11560	DB00331
DB00695	DB11560
DB01076	DB00853
DB00899	DB00813
DB00073	DB14857
DB06603	DB06186
DB00530	DB12307
DB00296	DB00708
DB00254	DB00537
DB01129	DB11739
DB11739	DB00736
DB11978	DB00928
DB14126	DB04835
DB11771	DB00317
DB01229	DB08877
DB00899	DB00611
DB11793	DB00762
DB00295	DB00083
DB00295	DB00297
DB01248	DB06772
DB01294	DB01167
DB00602	DB00898
DB11689	DB01045
DB00621	DB09146
DB01364	DB00201
DB00531	DB12568
DB12637	DB05812
DB04878	DB00331
DB11836	DB00990
DB00947	DB11836
DB00633	DB00297
DB08881	DB00459
DB08932	DB00218
DB01229	DB12015
DB08881	DB08912
DB12827	DB00853
DB00563	DB00002
DB00338	DB00950
DB00072	DB12001
DB01006	DB12001
DB12001	DB00990
DB01217	DB12001
DB12001	DB00675
DB11627	DB00630
DB01229	DB06075
DB08899	DB00007
DB00603	DB00091
DB01577	DB00494
DB14851	DB09035
DB09331	DB09035
DB08911	DB09073
DB01167	DB15173
DB08877	DB00072
DB09132	DB00743
DB01225	DB00682
DB00014	DB00947
DB12827	DB09037
DB12827	DB09035
DB12827	DB06186
DB01262	DB00811
DB01262	DB08877
DB01590	DB12015
DB06655	DB01261
DB12167	DB12001
DB00441	DB12001
DB00642	DB12001
DB12001	DB09037
DB05578	DB12001
DB00530	DB00277
DB08827	DB01076
DB00343	DB01211
DB01076	DB00945
DB05578	DB11849
DB09102	DB08930
DB01098	DB08874
DB01262	DB00987
DB00620	DB00281
DB00783	DB00378
DB00317	DB11714
DB01248	DB13145
DB00947	DB11730
DB00731	DB00331
DB00296	DB00316
DB08899	DB00072
DB09074	DB00675
DB01217	DB09074
DB01006	DB09074
DB01076	DB11853
DB00196	DB11853
DB01167	DB11689
DB11689	DB00196
DB00706	DB00316
DB08893	DB00316
DB01248	DB11672
DB08896	DB00762
DB12060	DB00762
DB01380	DB14545
DB00539	DB00675
DB00264	DB12163
DB00673	DB00334
DB00080	DB01045
DB00502	DB01075
DB00235	DB00187
DB01030	DB13062
DB00982	DB00020
DB01098	DB14831
DB00184	DB04398
DB14726	DB06616
DB01234	DB00526
DB06335	DB01276
DB11901	DB01590
DB01098	DB08896
DB00390	DB08896
DB00515	DB12146
DB00198	DB00482
DB13295	DB01400
DB11680	DB00987
DB01294	DB00331
DB06819	DB03793
DB01236	DB00753
DB00022	DB09037
DB00515	DB11666
DB08916	DB01006
DB00482	DB01095
DB11841	DB00947
DB00328	DB00668
DB00635	DB01220
DB16348	DB00531
DB01211	DB12001
DB00668	DB00368
DB00388	DB00067
DB00734	DB00656
DB01167	DB05223
DB05223	DB00537
DB08877	DB08896
DB01590	DB08871
DB15161	DB09149
DB12008	DB12167
DB12008	DB00642
DB12303	DB00002
DB08899	DB01590
DB11633	DB00736
DB01167	DB05119
DB05109	DB00997
DB00009	DB01109
DB00958	DB01132
DB06626	DB09037
DB00108	DB00959
