drug_1	drug_2
DB00363	DB00557
DB00611	DB01017
DB00494	DB00470
DB04841	DB00653
DB09068	DB00450
DB00768	DB00557
DB01621	DB00484
DB05246	DB00484
DB09034	DB00875
DB01403	DB00854
DB00921	DB01235
DB00230	DB00470
DB00934	DB00470
DB01403	DB01589
DB01403	DB01588
DB00189	DB00484
DB01041	DB00540
DB00921	DB01238
DB01209	DB00450
DB00450	DB01017
DB00898	DB01176
DB01173	DB00996
DB00844	DB08883
DB00321	DB00450
DB09085	DB08883
DB00434	DB00557
DB00477	DB00557
DB00283	DB00484
DB01403	DB01215
DB00370	DB08883
DB00949	DB00450
DB00228	DB00557
DB00611	DB06204
DB01403	DB01595
DB00768	DB00484
DB09034	DB00950
DB01403	DB00297
DB01224	DB00653
DB01403	DB00295
DB01403	DB00298
DB00924	DB00366
DB00318	DB00653
DB01403	DB00455
DB01403	DB00985
DB01403	DB00450
DB01403	DB00980
DB01403	DB01106
DB01403	DB00458
DB01403	DB01100
DB00281	DB00450
DB00370	DB00683
DB01589	DB06204
DB00623	DB00366
DB04953	DB01017
DB01403	DB00273
DB00327	DB00557
DB00599	DB00557
DB09034	DB06288
DB01041	DB09286
DB01041	DB00794
DB00497	DB00484
DB01173	DB08872
DB01403	DB00181
DB01219	DB01017
DB00921	DB01018
DB01403	DB00679
DB00921	DB01017
DB00844	DB00470
DB00921	DB00949
DB00921	DB00768
DB00494	DB00450
DB00737	DB00470
DB01041	DB08922
DB00906	DB00653
DB00898	DB00423
DB00898	DB00420
DB09034	DB06282
DB00454	DB00653
DB00425	DB00683
DB00246	DB01017
DB01173	DB00434
DB00189	DB00450
DB00454	DB00557
DB01041	DB01558
DB00924	DB01017
DB00734	DB01017
DB00425	DB00949
DB00454	DB00794
DB06144	DB00470
DB01018	DB00557
DB00502	DB00450
DB00425	DB00752
DB00921	DB04844
DB00252	DB00450
DB00921	DB04842
DB01041	DB00683
DB00425	DB01017
DB09225	DB01017
DB00425	DB01018
DB00972	DB01588
DB00972	DB00690
DB00564	DB00193
DB00454	DB00312
DB01173	DB00323
DB00972	DB00697
DB00967	DB01017
DB01065	DB00653
DB00298	DB00450
DB00230	DB00450
DB00956	DB09166
DB00477	DB00450
DB00425	DB00405
DB06144	DB01017
DB00849	DB00450
DB00321	DB08883
DB01100	DB01017
DB00186	DB08883
DB00395	DB01017
DB01403	DB00623
DB01069	DB00484
DB01041	DB01595
DB00972	DB00186
DB00972	DB00181
DB01041	DB00801
DB00593	DB00484
DB00281	DB00484
DB00898	DB00831
DB00540	DB00366
DB00850	DB06204
DB00599	DB01017
DB00898	DB00186
DB01041	DB00543
DB00898	DB00189
DB00754	DB00470
DB01075	DB00653
DB01623	DB06204
DB00956	DB00555
DB00771	DB00366
DB04946	DB00484
DB00898	DB00748
DB00972	DB00237
DB00371	DB00653
DB00370	DB01615
DB00972	DB00231
DB00972	DB06594
DB01173	DB08910
DB00246	DB00557
DB00972	DB04842
DB00898	DB01174
DB00408	DB08883
DB01041	DB01224
DB00752	DB01017
DB01068	DB00653
DB00898	DB00292
DB00898	DB00295
DB00292	DB00470
DB00898	DB00297
DB01403	DB08872
DB00898	DB01580
DB08922	DB00366
DB01403	DB09128
DB00593	DB01017
DB01403	DB06204
DB09034	DB00283
DB09034	DB00281
DB01589	DB00366
DB00909	DB01017
DB00842	DB00470
DB00972	DB00564
DB00370	DB01017
DB00933	DB00450
DB00831	DB00653
DB00972	DB00985
DB00972	DB00980
DB01142	DB00484
DB00956	DB00980
DB09034	DB00849
DB00754	DB08883
DB09034	DB00842
DB00425	DB00653
DB01173	DB00652
DB01041	DB00575
DB00972	DB01017
DB01075	DB08883
DB01452	DB00470
DB09034	DB00645
DB00656	DB06204
DB00768	DB00366
DB06204	DB01017
DB00433	DB00366
DB00477	DB06204
DB00748	DB00557
DB00972	DB00801
DB01235	DB01017
DB01041	DB01142
DB00972	DB00508
DB04844	DB00653
DB00391	DB00450
DB00921	DB01151
DB00697	DB00366
DB00897	DB00450
DB00370	DB00273
DB01403	DB01114
DB00425	DB01558
DB01403	DB00241
DB01403	DB00246
DB00898	DB06594
DB00921	DB08815
DB00425	DB00370
DB00980	DB00470
DB00356	DB00557
DB00370	DB00450
DB04953	DB00557
DB00831	DB01017
DB01173	DB00228
DB01173	DB01080
DB01173	DB01081
DB01403	DB00647
DB06716	DB06204
DB00370	DB01080
DB00921	DB00206
DB01588	DB01017
DB00921	DB00752
DB00996	DB01017
DB00921	DB00754
DB09085	DB00484
DB01041	DB01353
DB00956	DB00829
DB00341	DB06204
DB00972	DB00752
DB00972	DB00754
DB00323	DB00653
DB00921	DB00683
DB00454	DB01174
DB01174	DB06204
DB00395	DB06204
DB01173	DB01621
DB00543	DB00557
DB00349	DB01017
DB01173	DB00683
DB00829	DB00557
DB01624	DB00366
DB09034	DB08922
DB00323	DB08883
DB01018	DB01017
DB00924	DB00653
DB01235	DB06204
DB00904	DB00653
DB00754	DB00653
DB00433	DB00470
DB00653	DB08883
DB00933	DB00557
DB00972	DB01595
DB00915	DB00898
DB00898	DB00564
DB00921	DB00420
DB00298	DB01017
DB09034	DB00363
DB00898	DB01624
DB01173	DB00904
DB01403	DB01452
DB00921	DB01065
DB01267	DB08883
DB01041	DB00363
DB01041	DB00366
DB00898	DB00611
DB09286	DB00450
DB00425	DB08922
DB00455	DB00557
DB01192	DB00366
DB00404	DB00450
DB00898	DB00623
DB00237	DB06204
DB01437	DB08883
DB01173	DB09166
DB00652	DB00470
DB01219	DB00450
DB00813	DB06204
DB01041	DB00813
DB00697	DB00450
DB01041	DB00818
DB00593	DB00653
DB00425	DB00690
DB00921	DB00557
DB00898	DB00950
DB01173	DB09068
DB00898	DB00193
DB01624	DB01017
DB04946	DB08883
DB09034	DB00475
DB00370	DB06204
DB00898	DB00752
DB00921	DB00967
DB09034	DB00484
DB00427	DB00653
DB00418	DB01017
DB00647	DB00366
DB00956	DB01209
DB08922	DB00653
DB00898	DB09068
DB00508	DB00653
DB09034	DB09166
DB00425	DB00575
DB04946	DB00450
DB08910	DB00470
DB00752	DB08883
DB01174	DB00653
DB01192	DB01017
DB00898	DB00283
DB09034	DB00273
DB01041	DB05246
DB00921	DB06594
DB00906	DB06204
DB00921	DB01142
DB00477	DB00484
DB01437	DB00366
DB00312	DB00366
DB09034	DB01075
DB09034	DB09085
DB00425	DB00679
DB09166	DB00557
DB09034	DB00295
DB09034	DB00292
DB00370	DB01624
DB00370	DB00652
DB00898	DB04844
DB01403	DB00189
DB00898	DB04841
DB00647	DB08883
DB01403	DB00186
DB04841	DB06204
DB00475	DB00366
DB09166	DB00484
DB00956	DB01239
DB01106	DB01017
DB00231	DB00557
DB00956	DB06716
DB00972	DB00423
DB09034	DB00854
DB09034	DB00850
DB00737	DB06204
DB00349	DB00470
DB00344	DB00470
DB00508	DB00470
DB01403	DB00502
DB01041	DB00564
DB01403	DB00949
DB00921	DB01623
DB00241	DB00450
DB00593	DB00557
DB00241	DB08883
DB01558	DB00366
DB04953	DB00366
DB00949	DB00470
DB00599	DB00484
DB09118	DB00653
DB00734	DB00450
DB00690	DB08883
DB00313	DB01017
DB00956	DB05246
DB01173	DB06204
DB01041	DB01151
DB00425	DB01041
DB01403	DB00477
DB01403	DB00475
DB00494	DB06204
DB01615	DB08883
DB00425	DB00628
DB00370	DB00206
DB00295	DB06204
DB00543	DB08883
DB00956	DB00949
DB09034	DB00962
DB01041	DB00176
DB00370	DB00427
DB00497	DB00653
DB00972	DB01100
DB09034	DB09068
DB00423	DB00557
DB00972	DB00408
DB00588	DB00557
DB01041	DB08883
DB01041	DB00771
DB01403	DB00652
DB01403	DB00653
DB00972	DB00402
DB00972	DB00405
DB00972	DB00404
DB01173	DB00237
DB01403	DB00898
DB00312	DB00484
DB00425	DB06204
DB01403	DB00897
DB00737	DB00450
DB00391	DB06204
DB00370	DB00543
DB00921	DB01615
DB00956	DB00835
DB00956	DB00241
DB00972	DB00748
DB00921	DB01588
DB01151	DB00470
DB00956	DB06288
DB00484	DB00557
DB01403	DB04842
DB01353	DB00450
DB01173	DB00690
DB00921	DB00363
DB00921	DB06204
DB00904	DB00484
DB00502	DB00470
DB01558	DB01017
DB00292	DB08883
DB00313	DB00557
DB00898	DB01621
DB00956	DB00726
DB00408	DB06204
DB00647	DB00557
DB00898	DB00575
DB01041	DB00356
DB01173	DB00341
DB01173	DB00344
DB00921	DB00181
DB01173	DB00349
DB01041	DB00193
DB00921	DB00189
DB00425	DB00818
DB01403	DB00402
DB00404	DB00653
DB00349	DB08883
DB01173	DB00906
DB09034	DB01080
DB09034	DB01081
DB00494	DB00653
DB01624	DB08883
DB01173	DB00909
DB01086	DB00470
DB00921	DB00980
DB09225	DB00366
DB00611	DB08883
DB01621	DB00366
DB01173	DB00433
DB00980	DB08883
DB00295	DB00653
DB00967	DB00450
DB00564	DB00557
DB00972	DB01242
DB01069	DB00653
DB04842	DB00450
DB00652	DB00484
DB00475	DB00557
DB00427	DB00484
DB00898	DB00768
DB00898	DB01623
DB00181	DB00484
DB08922	DB06204
DB01041	DB06216
DB09085	DB00653
DB00366	DB00450
DB00425	DB00540
DB00425	DB00543
DB00921	DB01353
DB00297	DB00366
DB00237	DB00470
DB00956	DB09034
DB00921	DB01351
DB00956	DB00283
DB01065	DB06204
DB00425	DB01192
DB00433	DB01017
DB00298	DB00470
DB00921	DB01106
DB00972	DB04844
DB00831	DB00470
DB09034	DB01068
DB09034	DB01069
DB09034	DB01065
DB01041	DB00996
DB01151	DB06204
DB00768	DB08883
DB01173	DB09286
DB09034	DB00949
DB00679	DB00484
DB01198	DB00366
DB00370	DB00850
DB01219	DB00557
DB01595	DB00366
DB04844	DB01017
DB00956	DB00193
DB00425	DB00497
DB09034	DB00628
DB00652	DB00366
DB09034	DB00623
DB00933	DB00470
DB00508	DB00484
DB00564	DB00470
DB00956	DB01224
DB00956	DB00321
DB00835	DB08883
DB00933	DB00653
DB01041	DB01017
DB00454	DB08883
DB00909	DB00450
DB09034	DB00829
DB01041	DB01018
DB01580	DB00557
DB00186	DB00484
DB09128	DB00484
DB00898	DB01142
DB01452	DB00450
DB01075	DB00366
DB00370	DB00980
DB00425	DB06144
DB01219	DB00484
DB00370	DB00985
DB00370	DB01100
DB00318	DB00484
DB06282	DB00653
DB01403	DB00962
DB00425	DB09085
DB06216	DB00557
DB00366	DB06204
DB01440	DB00366
DB00370	DB06153
DB00508	DB08883
DB01151	DB00653
DB00967	DB08883
DB00972	DB00527
DB01403	DB00794
DB00370	DB00189
DB01403	DB00408
DB01081	DB00484
DB01403	DB00405
DB00818	DB00366
DB00897	DB00470
DB00371	DB00450
DB00818	DB01017
DB00921	DB01114
DB00425	DB09068
DB01403	DB00228
DB00623	DB00653
DB00898	DB00967
DB01595	DB08883
DB00370	DB00433
DB00898	DB00962
DB01173	DB00593
DB00323	DB06204
DB09166	DB06204
DB01173	DB00599
DB09034	DB00599
DB06216	DB00484
DB01173	DB00206
DB00972	DB00418
DB01173	DB01623
DB01403	DB00313
DB01403	DB00312
DB00341	DB00470
DB04953	DB00484
DB01075	DB01017
DB01403	DB00318
DB01114	DB08883
DB00956	DB00849
DB00921	DB00737
DB01068	DB01017
DB00921	DB00734
DB00206	DB00470
DB00497	DB00557
DB00956	DB00844
DB00972	DB01589
DB00921	DB01595
DB00370	DB00726
DB00972	DB00737
DB00972	DB00734
DB01440	DB01017
DB00972	DB09166
DB01173	DB00327
DB00228	DB01017
DB01041	DB00690
DB00370	DB09128
DB00921	DB00356
DB00842	DB06204
DB01041	DB00697
DB00956	DB09225
DB01173	DB00771
DB00475	DB06204
DB00921	DB06216
DB00898	DB09166
DB00921	DB00647
DB01041	DB01615
DB00458	DB08883
DB00228	DB00470
DB00898	DB00818
DB01100	DB08883
DB00898	DB00543
DB00972	DB00475
DB00972	DB00647
DB00972	DB00645
DB01041	DB00349
DB01041	DB00341
DB01173	DB00371
DB01041	DB00344
DB01041	DB00189
DB00420	DB06204
DB01173	DB00575
DB01041	DB00181
DB00334	DB00450
DB00404	DB00470
DB00875	DB00366
DB00972	DB00575
DB01589	DB00484
DB00645	DB00484
DB04946	DB00653
DB01173	DB00972
DB01173	DB04953
DB00363	DB08883
DB00972	DB00391
DB01173	DB01198
DB00801	DB01017
DB01041	DB00237
DB00237	DB00366
DB00454	DB00450
DB00771	DB00470
DB01041	DB01114
DB01041	DB00231
DB00996	DB00484
DB01242	DB08883
DB01041	DB04841
DB01174	DB00252
DB00921	DB01320
DB00771	DB00653
DB00653	DB01017
DB01403	DB01242
DB00402	DB00450
DB09034	DB00455
DB00370	DB01176
DB01173	DB00801
DB00656	DB00653
DB00555	DB01017
DB01351	DB00484
DB06204	DB08883
DB00962	DB00557
DB01041	DB00656
DB00252	DB00470
DB00475	DB01017
DB00934	DB00653
DB00425	DB00557
DB00408	DB00450
DB04946	DB00470
DB00956	DB00298
DB00956	DB00455
DB00831	DB00484
DB00956	DB00450
DB00898	DB01558
DB00921	DB00323
DB09034	DB00588
DB09034	DB00904
DB01041	DB00985
DB01618	DB00484
DB00956	DB00189
DB00956	DB00186
DB00690	DB00366
DB00898	DB00494
DB00956	DB00181
DB00898	DB00391
DB00370	DB01065
DB00956	DB01219
DB00972	DB01209
DB06594	DB08883
DB01100	DB00557
DB09068	DB00366
DB00425	DB01215
DB01239	DB00450
DB09034	DB00831
DB00921	DB00906
DB09034	DB00835
DB00349	DB00450
DB00508	DB00450
DB00334	DB08883
DB01202	DB08883
DB08815	DB00450
DB01041	DB00502
DB01080	DB08883
DB01356	DB00470
DB00370	DB01114
DB00206	DB00450
DB09128	DB00653
DB08815	DB06204
DB01106	DB00450
DB01623	DB00557
DB00956	DB00273
DB01403	DB09068
DB01403	DB01202
DB06288	DB08883
DB01621	DB01017
DB01353	DB00484
DB00949	DB00653
DB01041	DB00206
DB01041	DB01176
DB00402	DB00484
DB00323	DB00450
DB01215	DB01017
DB00508	DB00557
DB01041	DB00434
DB01615	DB00366
DB01041	DB00433
DB00176	DB00557
DB01403	DB00231
DB00370	DB00408
DB00972	DB09286
DB01403	DB00237
DB00370	DB00405
DB01403	DB01320
DB00312	DB00450
DB01173	DB00176
DB01173	DB00588
DB01041	DB00906
DB00921	DB00508
DB01173	DB00747
DB01041	DB00754
DB01173	DB01615
DB09034	DB00980
DB00794	DB00557
DB01215	DB00653
DB00454	DB01351
DB01041	DB00455
DB01595	DB00484
DB00921	DB00726
DB00813	DB08883
DB01403	DB00611
DB00344	DB00450
DB00921	DB00408
DB00956	DB01589
DB00972	DB00726
DB00425	DB00237
DB00334	DB06204
DB01403	DB00754
DB01176	DB00653
DB00425	DB00231
DB00425	DB00230
DB00186	DB00366
DB09118	DB00450
DB01353	DB00470
DB01041	DB09225
DB01403	DB00752
DB01580	DB06204
DB00921	DB00433
DB08872	DB00557
DB01356	DB06204
DB01615	DB01017
DB01320	DB00450
DB00737	DB01017
DB00726	DB00557
DB00921	DB00656
DB00898	DB00555
DB00854	DB00470
DB00956	DB00985
DB00575	DB01017
DB00972	DB00652
DB00972	DB00653
DB01173	DB00363
DB01173	DB00366
DB00956	DB01452
DB00425	DB00831
DB00425	DB00835
DB01624	DB00557
DB01173	DB00564
DB00189	DB06204
DB00921	DB00230
DB00850	DB00366
DB00273	DB00898
DB00454	DB00849
DB00972	DB08883
DB01173	DB00967
DB09034	DB01267
DB00230	DB01017
DB00933	DB06204
DB00418	DB00484
DB00371	DB00366
DB01086	DB00450
DB00921	DB00996
DB00956	DB00679
DB00298	DB00484
DB00370	DB01106
DB01041	DB00241
DB01041	DB00246
DB00967	DB00470
DB00844	DB01017
DB00690	DB00557
DB01235	DB00653
DB00313	DB00450
DB09034	DB01198
DB00455	DB00366
DB01041	DB09085
DB00771	DB00484
DB09034	DB01192
DB01173	DB00813
DB00370	DB00502
DB00972	DB00273
DB00956	DB09128
DB00371	DB00557
DB00854	DB00653
DB00241	DB00366
DB00241	DB01017
DB00854	DB06204
DB00697	DB00557
DB00370	DB01618
DB00391	DB00484
DB00425	DB00980
DB00246	DB08883
DB00395	DB00557
DB00186	DB06204
DB09034	DB01041
DB00972	DB00484
DB00425	DB04844
DB00906	DB01017
DB05246	DB00366
DB01114	DB00470
DB01239	DB08883
DB00683	DB00484
DB00972	DB04953
DB09128	DB00557
DB06594	DB00557
DB01041	DB01351
DB00921	DB08883
DB01235	DB00470
DB01242	DB00450
DB00956	DB04841
DB00425	DB04842
DB01176	DB00366
DB00653	DB00470
DB00193	DB06204
DB00402	DB01017
DB00679	DB00557
DB00593	DB00366
DB09034	DB00334
DB00189	DB08883
DB01202	DB00557
DB01403	DB08922
DB00747	DB00366
DB01173	DB01242
DB00564	DB00653
DB00425	DB01618
DB00425	DB01615
DB09034	DB00801
DB00344	DB00484
DB01173	DB01267
DB00599	DB06204
DB09166	DB00366
DB00273	DB00470
DB00540	DB00653
DB00366	DB00557
DB00972	DB09085
DB00425	DB00295
DB01403	DB01069
DB00497	DB06204
DB00281	DB06204
DB00370	DB01437
DB01173	DB00557
DB00557	DB01017
DB00370	DB00181
DB06282	DB00484
DB01041	DB01081
DB00909	DB00653
DB00402	DB00653
DB01403	DB01080
DB01403	DB01081
DB00370	DB00186
DB00956	DB08872
DB01041	DB00420
DB01041	DB01106
DB01403	DB00427
DB01403	DB00934
DB01403	DB00420
DB00754	DB06204
DB01041	DB00402
DB01041	DB00404
DB00370	DB00794
DB01041	DB00897
DB00370	DB00897
DB00370	DB00231
DB00370	DB00237
DB00370	DB00898
DB00898	DB01589
DB00898	DB00949
DB01041	DB00747
DB00898	DB06716
DB00921	DB01080
DB00734	DB00557
DB00246	DB00653
DB01173	DB01353
DB01173	DB01356
DB06144	DB00450
DB01215	DB00484
DB01403	DB00193
DB00921	DB01624
DB00283	DB08883
DB00425	DB09166
DB00611	DB00557
DB00898	DB00497
DB08815	DB01017
DB01173	DB04842
DB01176	DB00484
DB00972	DB01624
DB01173	DB00484
DB00599	DB00470
DB00425	DB00228
DB01440	DB06204
DB00281	DB00470
DB00921	DB00405
DB01068	DB00366
DB00425	DB01238
DB00370	DB00418
DB00921	DB00391
DB00425	DB01068
DB00425	DB01267
DB01173	DB00395
DB00484	DB00450
DB01173	DB00391
DB00425	DB00829
DB00341	DB08883
DB00921	DB01224
DB00956	DB01440
DB01041	DB01437
DB01173	DB00555
DB00298	DB00557
DB00898	DB09286
DB00292	DB00557
DB00996	DB00366
DB00924	DB00484
DB01173	DB00950
DB00564	DB00450
DB09034	DB01219
DB00370	DB00564
DB00956	DB00645
DB09034	DB00356
DB00956	DB00647
DB00404	DB00484
DB06702	DB00898
DB00972	DB06716
DB00494	DB08883
DB01403	DB04946
DB00972	DB01114
DB00921	DB04946
DB00454	DB00470
DB00849	DB06204
DB00425	DB00801
DB00297	DB00470
DB00956	DB00454
DB00366	DB00898
DB00370	DB01621
DB00295	DB08883
DB01173	DB00754
DB00395	DB00366
DB01588	DB00653
DB00921	DB00985
DB00956	DB00508
DB01041	DB00972
DB00402	DB06204
DB00956	DB04842
DB01080	DB00366
DB00972	DB00283
DB00972	DB00281
DB01320	DB00470
DB01173	DB05246
DB01041	DB00327
DB00425	DB01086
DB00972	DB00555
DB00425	DB01081
DB00408	DB00470
DB00408	DB01017
DB00391	DB08883
DB01588	DB00470
DB00934	DB06204
DB00956	DB00475
DB00252	DB00484
DB01068	DB06204
DB00231	DB00653
DB01041	DB06153
DB06594	DB00450
DB01173	DB06288
DB00854	DB08883
DB00292	DB00484
DB00921	DB01356
DB09128	DB01017
DB00898	DB08815
DB00508	DB06204
DB01173	DB01580
DB06144	DB06204
DB00312	DB06148
DB00950	DB00557
DB01351	DB06204
DB09034	DB00497
DB09034	DB00494
DB01080	DB01017
DB09034	DB00323
DB01173	DB01238
DB09034	DB01142
DB09034	DB00818
DB00752	DB00653
DB00818	DB00484
DB09034	DB04844
DB09034	DB04842
DB00996	DB00557
DB00341	DB00557
DB08922	DB00557
DB01041	DB00527
DB00956	DB00230
DB00543	DB01017
DB00656	DB00366
DB00747	DB08883
DB00898	DB00228
DB01106	DB00470
DB09034	DB00924
DB09034	DB00921
DB09286	DB08883
DB00370	DB00395
DB01452	DB00653
DB01267	DB00557
DB06282	DB00366
DB00956	DB08883
DB01403	DB00454
DB01081	DB00470
DB01403	DB00434
DB00898	DB01065
DB01403	DB01437
DB09034	DB01452
DB01041	DB00418
DB00458	DB00366
DB00370	DB01558
DB01320	DB00557
DB00748	DB00450
DB00921	DB01437
DB00425	DB00395
DB06716	DB00484
DB01403	DB00697
DB00405	DB00470
DB01041	DB00737
DB01403	DB00690
DB00921	DB00527
DB01403	DB00327
DB01018	DB08883
DB01403	DB00321
DB00292	DB06204
DB01068	DB01080
DB00370	DB00555
DB01041	DB06716
DB00829	DB00470
DB00454	DB01017
DB00898	DB00484
DB00370	DB00771
DB01041	DB00647
DB01114	DB00653
DB00425	DB00327
DB00921	DB00418
DB00193	DB08883
DB01041	DB01580
DB00298	DB00366
DB00956	DB06216
DB00455	DB01017
DB01403	DB00748
DB01403	DB00747
DB00921	DB00897
DB01041	DB00829
DB00921	DB00679
DB00341	DB00653
DB01173	DB00230
DB00645	DB06204
DB00985	DB01017
DB01041	DB01588
DB00898	DB00829
DB01041	DB00391
DB00921	DB00427
DB01209	DB01017
DB01065	DB00366
DB08872	DB06204
DB01173	DB00543
DB01173	DB00540
DB01173	DB01018
DB01173	DB01017
DB00425	DB01198
DB00921	DB00252
DB00829	DB06204
DB00921	DB06153
DB00527	DB00366
DB00366	DB08883
DB00956	DB00652
DB09034	DB01202
DB01075	DB00557
DB00956	DB00898
DB00230	DB00484
DB00956	DB00897
DB00831	DB08883
DB01173	DB00297
DB00497	DB08883
DB01173	DB00295
DB01173	DB00737
DB00921	DB06716
DB00898	DB01437
DB00897	DB06204
DB00313	DB00470
DB01440	DB00557
DB06153	DB00557
DB01580	DB08883
DB00540	DB08883
DB00898	DB00726
DB00193	DB01017
DB01174	DB08883
DB01173	DB00831
DB00425	DB00934
DB00697	DB01017
DB00904	DB06204
DB00972	DB00295
DB00972	DB00297
DB01351	DB00470
DB01086	DB01017
DB01142	DB00557
DB00921	DB00875
DB09166	DB01017
DB00502	DB00557
DB00956	DB00697
DB01351	DB00653
DB00281	DB08883
DB01041	DB00854
DB00281	DB00557
DB00921	DB01198
DB09034	DB00794
DB00956	DB00408
DB06282	DB08883
DB00623	DB01017
DB00956	DB00405
DB00956	DB00404
DB09034	DB00555
DB00252	DB00366
DB00972	DB06282
DB04842	DB01017
DB00904	DB00557
DB01202	DB00484
DB00924	DB00450
DB00292	DB00653
DB01219	DB08883
DB00972	DB00189
DB01041	DB06144
DB00747	DB06204
DB00237	DB00653
DB00237	DB00484
DB00897	DB00653
DB00313	DB00653
DB01242	DB00470
DB00425	DB00458
DB06282	DB00557
DB00653	DB00450
DB00956	DB00312
DB00898	DB01452
DB00956	DB06153
DB09034	DB00313
DB09034	DB00312
DB00956	DB01267
DB09034	DB00318
DB00425	DB01202
DB09034	DB01151
DB00555	DB00557
DB01100	DB00366
DB01403	DB08910
DB00370	DB00508
DB00972	DB00875
DB00748	DB00653
DB00645	DB01017
DB08872	DB08883
DB01242	DB01017
DB09034	DB00176
DB00370	DB00949
DB00985	DB06204
DB00418	DB06204
DB09034	DB00771
DB00898	DB06216
DB00737	DB08883
DB01065	DB01017
DB00323	DB00484
DB01239	DB00557
DB00875	DB00450
DB00475	DB00450
DB00363	DB00470
DB01041	DB01624
DB00652	DB08883
DB00921	DB08910
DB00540	DB00470
DB00555	DB00484
DB01595	DB00450
DB01173	DB09225
DB01041	DB01623
DB00949	DB00557
DB00850	DB00450
DB01623	DB00450
DB09286	DB00470
DB01403	DB01353
DB00980	DB00366
DB01403	DB01356
DB00564	DB01017
DB04841	DB00484
DB01224	DB01017
DB00898	DB00924
DB00972	DB00458
DB00972	DB00909
DB00425	DB09225
DB00972	DB00904
DB00972	DB00906
DB00972	DB00455
DB00313	DB06204
DB06716	DB00366
DB00323	DB00557
DB01403	DB00356
DB01173	DB01174
DB01173	DB01176
DB00921	DB01192
DB01403	DB00599
DB01588	DB08883
DB00370	DB05246
DB01403	DB00593
DB00433	DB00484
DB01403	DB00176
DB00844	DB00484
DB00921	DB09085
DB01106	DB08883
DB00283	DB00470
DB01173	DB00623
DB01041	DB00653
DB00370	DB09166
DB00972	DB01086
DB00829	DB08883
DB01173	DB00628
DB00748	DB01017
DB00564	DB06204
DB01403	DB00771
DB00683	DB01017
DB00420	DB00366
DB01624	DB00450
DB01018	DB00450
DB01173	DB01219
DB00956	DB00794
DB00980	DB00653
DB00898	DB00850
DB06594	DB06204
DB00898	DB00588
DB01173	DB00875
DB00370	DB00611
DB00484	DB00470
DB00697	DB06204
DB00425	DB01242
DB00425	DB00842
DB09118	DB00557
DB00425	DB00844
DB09034	DB00241
DB08872	DB01017
DB00334	DB00366
DB09034	DB01235
DB00425	DB00508
DB09034	DB01239
DB09034	DB01238
DB00956	DB00950
DB00321	DB00653
DB01623	DB01017
DB00898	DB00458
DB00228	DB00366
DB01041	DB00273
DB00898	DB00455
DB00898	DB00454
DB00241	DB00557
DB00754	DB00366
DB01065	DB00557
DB00297	DB00450
DB08872	DB00470
DB01086	DB00484
DB00906	DB00484
DB00623	DB00557
DB00318	DB08883
DB00726	DB00470
DB00956	DB01075
DB01173	DB00842
DB00898	DB00737
DB00985	DB00450
DB01615	DB00557
DB00193	DB00557
DB00921	DB00849
DB00906	DB00557
DB00921	DB00842
DB00921	DB00844
DB00593	DB06204
DB01086	DB00557
DB00434	DB01017
DB00734	DB00366
DB00418	DB00366
DB01174	DB00366
DB00181	DB00470
DB01588	DB00450
DB00842	DB00557
DB09085	DB00450
DB00956	DB00418
DB00484	DB08883
DB00297	DB01017
DB00726	DB01017
DB01018	DB00898
DB00972	DB01174
DB09034	DB00540
DB09034	DB01018
DB00283	DB01017
DB00656	DB01017
DB00193	DB00484
DB00370	DB00458
DB09034	DB00813
DB00623	DB08883
DB04946	DB06204
DB00972	DB00334
DB00370	DB00557
DB09034	DB04841
DB01202	DB00450
DB00898	DB01267
DB00502	DB08883
DB01173	DB01618
DB06282	DB01017
DB01403	DB00645
DB00956	DB09068
DB00754	DB00484
DB00734	DB06204
DB08910	DB00653
DB00370	DB01086
DB06288	DB00653
DB01239	DB00366
DB00647	DB00653
DB00186	DB00470
DB00972	DB00842
DB09128	DB00450
DB00972	DB00844
DB00972	DB00849
DB00418	DB06148
DB00813	DB01017
DB00370	DB00972
DB00370	DB01151
DB01041	DB04842
DB00370	DB00813
DB00898	DB00206
DB09034	DB00768
DB00956	DB01320
DB00371	DB01017
DB01437	DB00470
DB00679	DB06204
DB00972	DB00599
DB00898	DB01239
DB00370	DB00371
DB00898	DB08922
DB00972	DB00593
DB00252	DB00593
DB00898	DB01219
DB00425	DB00850
DB01403	DB00909
DB01403	DB00906
DB01081	DB00450
DB00818	DB00557
DB01041	DB00470
DB01356	DB01017
DB00898	DB01081
DB01041	DB00477
DB09034	DB00450
DB00344	DB00366
DB00748	DB00470
DB00434	DB06204
DB00497	DB00366
DB01173	DB09128
DB00425	DB00593
DB00370	DB00281
DB00484	DB00653
DB00972	DB00933
DB00408	DB00484
DB01403	DB00349
DB00363	DB00484
DB01403	DB00341
DB01403	DB00344
DB06282	DB06204
DB01403	DB00588
DB01173	DB01142
DB01558	DB00653
DB00433	DB06204
DB00956	DB00252
DB00898	DB00771
DB00645	DB00557
DB08922	DB01017
DB00623	DB00450
DB01086	DB08883
DB00921	DB01075
DB01452	DB01017
DB01558	DB00470
DB06216	DB00653
DB00425	DB09128
DB00370	DB00599
DB00593	DB00450
DB00425	DB00273
DB00972	DB01075
DB01437	DB00557
DB00425	DB01351
DB00921	DB00470
